id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,297,恶棍,,,,,,,,6,75,75,75,0,,,0,,0,75,,,,,1,,
2,1,2,297,恶棍,,,,,,,,6,75,75,75,0,,,0,,0,31,,,,,1,,
3,2,1,282,藤甲兵,,,,,,,,6,75,75,75,0,,252,0,150,0,53,,,,,1,,
4,2,2,282,藤甲兵,,,,,,,,6,75,75,75,0,,254,0,150,0,27,,,,,1,,
5,3,1,427,曹军弓兵,,,,,,,,3,104,104,104,0,20,27,0,118,0,9,,,,,1,,
6,3,2,427,曹军弓兵,,,,,,,,3,104,104,104,0,8,18,0,57,0,13,,,,,1,,
7,1,1,296,恶霸,,,,,,,,6,91,91,91,0,,,0,,0,50,,,,,2,,
8,1,2,73,典韦,步兵,,1,10,2500,5500,100,6,100,100,100,0,27,282,0,150,0,71,,,,,2,,
9,2,1,283,藤甲精锐,,,,,,,,6,91,91,91,0,,8,0,290,0,51,,,,,2,,
10,2,2,283,藤甲精锐,,,,,,,,6,91,91,91,0,,0,0,270,0,34,,,,,2,,
11,3,1,292,狩猎者,,,,,,,,6,91,91,91,0,,,0,,0,69,,,,,2,,
12,3,2,292,狩猎者,,,,,,,,6,91,91,91,0,,,0,,0,57,,,,,2,,
13,1,1,73,典韦,步兵,1,1,10,2500,5500,102,6,117,117,117,0,15,273,0,150,0,45,,,,,3,,
14,1,2,13,曹操,步兵,,1,10,2500,5500,101,6,117,117,117,0,10,270,0,150,0,57,,,,,3,,
15,2,1,468,曹军军师,,,,,,,,3,149,149,149,0,22,2,0,120,0,11,,,,,3,,
16,2,2,468,曹军军师,,,,,,,,3,156,156,156,0,40,24,0,74,0,9,,,,,3,,
17,3,1,294,天命者,,,,,,,,6,107,107,107,0,,,0,,0,30,,,,,3,,
18,3,2,7,郭嘉,军师,,1,10,3000,7000,100,6,117,117,117,0,22,10,0,256,0,57,,,,,3,,
