id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,401,袁术步兵,,,,,,,,3,105,105,105,0,21,160,0,50,0,2,,,,,1,,
2,1,2,421,袁术步兵,,,,,,,,3,110,110,110,0,45,153,0,50,0,23,,,,,1,,
3,2,1,280,屠夫,,,,,,,,6,79,79,79,0,,293,0,150,0,46,,,,,1,,
4,2,2,280,屠夫,,,,,,,,6,79,79,79,0,,278,0,150,0,55,,,,,1,,
5,3,1,285,投石车,,,,,,,,6,79,79,79,0,,14,0,274,0,27,,,,,1,,
6,3,2,285,投石车,,,,,,,,6,79,79,79,0,,29,0,277,0,31,,,,,1,,
7,1,1,291,剑客,,,,,,,,6,96,96,96,0,,,0,,0,56,,,,,2,,
8,1,2,290,大宝剑,,,,,,,,6,96,96,96,0,,,0,,0,40,,,,,2,,
9,2,1,443,袁术弓兵,,,,,,,,3,140,140,140,0,3,24,0,92,0,1,,,,,2,,
10,2,2,443,袁术弓兵,,,,,,,,3,140,140,140,0,34,12,0,87,0,20,,,,,2,,
11,3,1,281,弩车,,,,,,,,6,96,96,96,0,,28,0,292,0,30,,,,,2,,
12,3,2,281,弩车,,,,,,,,6,96,96,96,0,,44,0,278,0,59,,,,,2,,
13,1,1,422,袁术骑兵,,,,,,,,3,156,156,156,0,180,14,0,50,0,9,,,,,3,,
14,1,2,422,袁术骑兵,,,,,,,,3,156,156,156,0,195,21,0,50,0,25,,,,,3,,
15,2,1,294,天命者,,,,,,,,6,113,113,113,0,,,0,,0,70,,,,,3,,
16,2,2,295,算命先生,,,,,,,,6,113,113,113,0,,,0,,0,25,,,,,3,,
17,3,1,287,酒鬼老头,,,,,,,,6,113,113,113,0,,28,0,272,0,43,,,,,3,,
18,3,2,188,田丰,军师,1,1,10,2500,6000,100,6,123,123,123,0,0,2,0,257,0,41,,,,,3,,
