id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,296,恶霸,,,,,,,,6,131,131,131,0,,,0,,0,72,,,,,1,,
2,1,2,297,恶棍,,,,,,,,6,131,131,131,0,,,0,,0,49,,,,,1,,
3,2,1,423,家眷,,,,,,,,5,137,137,137,0,13,37,0,59,0,10,,,,,1,,
4,2,2,423,家眷,,,,,,,,5,137,137,137,0,9,53,0,54,0,23,,,,,1,,
5,3,1,292,狩猎者,,,,,,,,6,131,131,131,0,,,0,,0,53,,,,,1,,
6,3,2,293,驯兽师,,,,,,,,6,131,131,131,0,,,0,,0,55,,,,,1,,
7,1,1,290,大宝剑,,,,,,,,6,159,159,159,0,,,0,,0,27,,,,,2,,
8,1,2,290,大宝剑,,,,,,,,6,159,159,159,0,,,0,,0,27,,,,,2,,
9,2,1,292,狩猎者,,,,,,,,6,159,159,159,0,,,0,,0,62,,,,,2,,
10,2,2,293,驯兽师,,,,,,,,6,159,159,159,0,,,0,,0,30,,,,,2,,
11,3,1,292,狩猎者,,,,,,,,6,159,159,159,0,,,0,,0,36,,,,,2,,
12,3,2,293,驯兽师,,,,,,,,6,159,159,159,0,,,0,,0,32,,,,,2,,
13,1,1,280,屠夫,,,,,,,,6,187,187,187,0,,257,0,150,0,53,,,,,3,,
14,1,2,280,屠夫,,,,,,,,6,187,187,187,0,,315,0,150,0,54,,,,,3,,
15,2,1,15,关羽,骑兵,,1,10,2500,6000,100,6,204,204,204,0,305,31,0,150,0,25,,,,,3,,
16,2,2,293,驯兽师,,,,,,,,6,187,187,187,0,,,0,,0,68,,,,,3,,
17,3,1,294,天命者,,,,,,,,6,187,187,187,0,,,0,,0,68,,,,,3,,
18,3,2,31,甘夫人,弓兵,1,1,10,2500,6000,101,6,204,204,204,0,55,59,0,274,0,45,,,,,3,,
