id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,445,王植 ,,,,,,,,6,153,153,153,0,18,216,0,50,0,8,,,,,1,,
2,1,2,425,曹军步兵,,,,,,,,6,146,146,146,0,47,167,0,50,0,10,,,,,1,,
3,2,1,425,曹军步兵,,,,,,,,6,146,146,146,0,63,158,0,50,0,10,,,,,1,,
4,2,2,283,藤甲精锐,,,,,,,,7,140,140,140,0,,61,0,297,0,25,,,,,1,,
5,3,1,427,曹军弓兵,,,,,,,,6,146,146,146,0,28,29,0,158,0,14,,,,,1,,
6,3,2,427,曹军弓兵,,,,,,,,6,146,146,146,0,37,1,0,146,0,20,,,,,1,,
7,1,1,445,秦琪,,,,,,,,6,186,186,186,0,38,220,0,50,0,2,,,,,2,,
8,1,2,290,大宝剑,,,,,,,,7,169,169,169,0,,,0,,0,71,,,,,2,,
9,2,1,290,大宝剑,,,,,,,,7,169,169,169,0,,,0,,0,64,,,,,2,,
10,2,2,291,剑客,,,,,,,,7,169,169,169,0,,,0,,0,35,,,,,2,,
11,3,1,427,曹军弓兵,,,,,,,,6,177,177,177,0,22,35,0,150,0,14,,,,,2,,
12,3,2,427,曹军弓兵,,,,,,,,6,177,177,177,0,31,19,0,139,0,2,,,,,2,,
13,1,1,445,蔡阳,,1,,,,,,6,219,219,219,0,32,198,0,50,0,4,,,,,3,,
14,1,2,425,曹军步兵,,,,,,,,6,208,208,208,0,0,166,0,50,0,0,,,,,3,,
15,2,1,425,曹军步兵,,,,,,,,6,208,208,208,0,12,210,0,50,0,4,,,,,3,,
16,2,2,295,算命先生,,,,,,,,7,199,199,199,0,,,0,,0,63,,,,,3,,
17,3,1,292,狩猎者,,,,,,,,7,199,199,199,0,,,0,,0,45,,,,,3,,
18,3,2,292,狩猎者,,,,,,,,7,199,199,199,0,,,0,,0,31,,,,,3,,
