id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,446,孔秀 ,,,,,,,,6,152,152,152,0,154,54,0,50,0,17,,,,,1,,
2,1,2,426,曹军骑兵,,,,,,,,6,145,145,145,0,209,48,0,50,0,12,,,,,1,,
3,2,1,426,曹军骑兵,,,,,,,,6,145,145,145,0,194,2,0,50,0,12,,,,,1,,
4,2,2,427,曹军弓兵,,,,,,,,6,145,145,145,0,38,14,0,113,0,7,,,,,1,,
5,3,1,287,酒鬼老头,,,,,,,,7,138,138,138,0,,52,0,267,0,34,,,,,1,,
6,3,2,287,酒鬼老头,,,,,,,,7,138,138,138,0,,60,0,280,0,55,,,,,1,,
7,1,1,446,韩福 ,,,,,,,,6,184,184,184,0,178,35,0,50,0,16,,,,,2,,
8,1,2,426,曹军骑兵,,,,,,,,6,176,176,176,0,170,69,0,50,0,6,,,,,2,,
9,2,1,426,曹军骑兵,,,,,,,,6,176,176,176,0,202,33,0,50,0,21,,,,,2,,
10,2,2,427,曹军弓兵,,,,,,,,6,176,176,176,0,73,64,0,173,0,23,,,,,2,,
11,3,1,285,投石车,,,,,,,,7,168,168,168,0,,43,0,268,0,69,,,,,2,,
12,3,2,285,投石车,,,,,,,,7,168,168,168,0,,10,0,259,0,69,,,,,2,,
13,1,1,446,卞喜 ,,1,,,,,,6,217,217,217,0,200,48,0,50,0,20,,,,,3,,
14,1,2,426,曹军骑兵,,,,,,,,6,207,207,207,0,215,44,0,50,0,5,,,,,3,,
15,2,1,426,曹军骑兵,,,,,,,,6,207,207,207,0,183,17,0,50,0,22,,,,,3,,
16,2,2,427,曹军弓兵,,,,,,,,6,207,207,207,0,39,74,0,116,0,5,,,,,3,,
17,3,1,281,弩车,,,,,,,,7,198,198,198,0,,14,0,277,0,51,,,,,3,,
18,3,2,281,弩车,,,,,,,,7,198,198,198,0,,15,0,253,0,44,,,,,3,,
