id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,296,恶霸,,,,,,,,4,57,57,57,0,,,0,,0,56,,,,,1,,
2,1,2,296,恶霸,,,,,,,,4,57,57,57,0,,,0,,0,46,,,,,1,,
3,2,1,284,屠夫张,,,,,,,,4,57,57,57,0,,26,0,264,0,42,,,,,1,,
4,2,2,284,屠夫张,,,,,,,,4,57,57,57,0,,19,0,250,0,50,,,,,1,,
5,3,1,292,狩猎者,,,,,,,,4,57,57,57,0,,,0,,0,67,,,,,1,,
6,3,2,292,狩猎者,,,,,,,,4,57,57,57,0,,,0,,0,60,,,,,1,,
7,1,1,18,张辽,,1,1,10,3000,7000,100,4,78,78,78,0,275,9,0,150,0,44,,,,,2,,
8,1,2,280,屠夫,,,,,,,,4,72,72,72,0,,271,0,150,0,52,,,,,2,,
9,2,1,283,藤甲精锐,,,,,,,,4,72,72,72,0,,20,0,252,0,25,,,,,2,,
10,2,2,283,藤甲精锐,,,,,,,,4,72,72,72,0,,0,0,271,0,47,,,,,2,,
11,3,1,287,酒鬼老头,,,,,,,,4,72,72,72,0,,12,0,255,0,42,,,,,2,,
12,3,2,287,酒鬼老头,,,,,,,,4,72,72,72,0,,23,0,254,0,25,,,,,2,,
