id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,401,陷阵死士,,,,,,,,4,165,165,165,0,15,159,0,50,0,23,,,,,1,,
2,1,2,401,陷阵死士,,,,,,,,4,165,165,165,0,32,175,0,50,0,9,,,,,1,,
3,2,1,423,陷阵死士,,,,,,,,4,172,172,172,0,8,1,0,100,0,24,,,,,1,,
4,2,2,423,陷阵死士,,,,,,,,4,172,172,172,0,7,15,0,102,0,8,,,,,1,,
5,3,1,285,投石车,,,,,,,,7,124,124,124,0,16,39,0,251,0,28,,,,,1,,
6,3,2,285,投石车,,,,,,,,7,124,124,124,0,44,32,0,287,0,62,,,,,1,,
7,1,1,402,陷阵死士,,,,,,,,4,201,201,201,0,165,0,0,50,0,2,,,,,2,,
8,1,2,402,陷阵死士,,,,,,,,4,201,201,201,0,175,9,0,50,0,7,,,,,2,,
9,2,1,424,陷阵死士,,,,,,,,4,209,209,209,0,6,43,0,54,0,4,,,,,2,,
10,2,2,464,陷阵死士,,,,,,,,4,209,209,209,0,12,8,0,68,0,5,,,,,2,,
11,3,1,281,弩车,,,,,,,,7,151,151,151,0,12,31,0,264,0,52,,,,,2,,
12,3,2,281,弩车,,,,,,,,7,151,151,151,0,9,13,0,274,0,52,,,,,2,,
13,1,1,176,高顺,骑兵,1,1,7,3500,7000,100,7,194,194,194,0,294,21,0,150,0,44,,,,,3,,
14,1,2,442,陷阵死士,,,,,,,,4,258,258,258,0,158,33,0,50,0,5,,,,,3,,
15,2,1,464,陷阵死士,,,,,,,,4,258,258,258,0,18,20,0,121,0,24,,,,,3,,
16,2,2,464,陷阵死士,,,,,,,,4,258,258,258,0,46,44,0,96,0,8,,,,,3,,
17,3,1,285,投石车,,,,,,,,7,178,178,178,0,22,6,0,262,0,73,,,,,3,,
18,3,2,281,弩车,,,,,,,,7,178,178,178,0,15,1,0,262,0,55,,,,,3,,
