id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,,0,,,,,,,,9,0,0,0,0,87,64,0,50,0,,,,,,1,,
2,1,2,,0,,,,,,,,9,0,0,0,0,100,8,0,50,0,,,,,,1,,
3,2,1,,0,,,,,,,,9,0,0,0,0,80,7,0,50,0,,,,,,1,,
4,2,2,,0,,,,,,,,9,0,0,0,0,18,38,0,50,0,,,,,,1,,
5,3,1,,0,,,,,,,,9,0,0,0,0,30,101,0,50,0,,,,,,1,,
6,3,2,,0,,,,,,,,9,0,0,0,0,9,37,0,50,0,,,,,,1,,
7,1,1,,0,,,,,,,,9,0,0,0,0,51,60,0,50,0,,,,,,2,,
8,1,2,,0,,,,,,,,9,0,0,0,0,39,17,0,50,0,,,,,,2,,
9,2,1,,0,,,,,,,,9,0,0,0,0,80,6,0,50,0,,,,,,2,,
10,2,2,,0,,,,,,,,9,0,0,0,0,37,59,0,50,0,,,,,,2,,
11,3,1,,0,,,,,,,,9,0,0,0,0,60,68,0,50,0,,,,,,2,,
12,3,2,,0,,,,,,,,9,0,0,0,0,52,69,0,50,0,,,,,,2,,
13,1,1,,0,,,,,,,,9,0,0,0,0,44,103,0,50,0,,,,,,3,,
14,1,2,,0,,,,,,,,9,0,0,0,0,87,22,0,50,0,,,,,,3,,
15,2,1,,0,,,,,,,,9,0,0,0,0,54,72,0,50,0,,,,,,3,,
16,2,2,,0,,,,,,,,9,0,0,0,0,91,98,0,50,0,,,,,,3,,
17,3,1,,0,,,,,,,,9,0,0,0,0,109,62,0,50,0,,,,,,3,,
18,3,2,,0,,,,,,,,9,0,0,0,0,38,73,0,50,0,,,,,,3,,
