id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,282,左军校尉,步兵,,,,,,,7,20,20,20,0,121,55,0,199,0,32,,,,,1,,
2,1,2,282,右军校尉,步兵,,,,,,,7,20,20,20,0,152,67,0,113,0,67,,,,,1,,
3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,
6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
7,1,1,69,徐晃,步兵,,1,2,2000,4500,81,7,42,42,42,0,77,130,0,19,0,58,,,,,2,,
8,1,2,290,典军校尉,步兵,,,,,,,7,30,30,30,0,177,190,0,71,0,36,,,,,2,,
9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,
10,2,2,281,魏国弩车,弓兵,,,,,,,7,30,30,30,0,58,143,0,18,0,40,,,,,2,,
11,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,
12,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
13,1,1,291,裨将军,步兵,,,,,,,7,40,40,40,0,181,177,0,40,0,9,,,,,3,,
14,1,2,4,夏侯惇,步兵,1,1,2,2000,8000,99,7,80,80,80,0,43,75,0,172,0,9,,,,,3,,
15,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,
16,2,2,109,李典,骑兵,,1,2,3000,5000,82,7,56,56,56,0,72,118,0,171,0,39,,,,,3,,
17,3,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,
18,3,2,41,夏侯渊,弓兵,,1,2,2000,6500,92,7,56,56,56,0,55,66,0,20,0,31,,,,,3,,
