id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,282,左军校尉,步兵,,,,,,,7,20,20,20,0,58,159,0,195,0,7,,,,,1,,
2,1,2,282,右军校尉,步兵,,,,,,,7,20,20,20,0,109,182,0,17,0,2,,,,,1,,
3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,
6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
7,1,1,55,张星彩,步兵,,1,2,1000,5500,86,7,60,60,60,0,38,152,0,60,0,13,,,,,2,,
8,1,2,290,步兵校尉,步兵,,,,,,,7,30,30,30,0,127,4,0,101,0,28,,,,,2,,
9,2,1,287,祭酒,军师,,,,,,,7,30,30,30,0,172,138,0,65,0,36,,,,,2,,
10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
11,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,
12,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
13,1,1,70,魏延,步兵,,1,2,3500,4000,87,7,56,56,56,0,136,161,0,173,0,47,,,,,3,,
14,1,2,290,左中郎将,步兵,,,,,,,7,40,40,40,0,39,29,0,93,0,62,,,,,3,,
15,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,
16,2,2,293,虎贲郎将,弓兵,,,,,,,7,40,40,40,0,79,161,0,12,0,6,,,,,3,,
17,3,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,
18,3,2,65,黄忠,弓兵,1,1,2,2000,7000,100,7,80,80,80,0,99,160,0,145,0,13,,,,,3,,
