id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,55,张星彩,步兵,,1,15,2000,7500,93,7,2250,2250,2250,0,180,164,0,112,0,70,,,,,1,,
2,1,2,70,魏延,步兵,,1,15,2500,4500,87,7,1575,1575,1575,0,157,174,0,72,0,61,,,,,1,,
3,2,1,282,左将军,步兵,,,,,,,7,1125,1125,1125,0,165,129,0,95,0,47,,,,,1,,
4,2,2,293,右将军,弓兵,,,,,,,7,1125,1125,1125,0,68,86,0,159,0,23,,,,,1,,
5,3,1,60,庞统,军师,,1,15,1000,4000,83,7,2250,2250,2250,0,40,75,0,115,0,36,,,,,1,,
6,3,2,12,黄月英,军师,,1,15,1000,5500,82,7,2250,2250,2250,0,132,129,0,131,0,20,,,,,1,,
7,1,1,53,祝融夫人,步兵,,1,15,3500,4000,85,7,2362,2362,2362,0,14,94,0,60,0,48,,,,,2,,
8,1,2,68,孟获,步兵,,1,15,2500,5500,86,7,2362,2362,2362,0,196,29,0,148,0,63,,,,,2,,
9,2,1,17,马超,骑兵,,1,15,3500,6500,96,7,3375,3375,3375,0,175,59,0,170,0,0,,,,,2,,
10,2,2,281,蜀国弩车,弓兵,,,,,,,7,1687,1687,1687,0,130,41,0,124,0,16,,,,,2,,
11,3,1,65,黄忠,弓兵,,1,16,2500,4000,83,7,3375,3375,3375,0,82,82,0,41,0,71,,,,,2,,
12,3,2,9,诸葛亮,军师,,1,17,3500,8000,94,7,3375,3375,3375,0,92,48,0,122,0,41,,,,,2,,
13,1,1,19,刘备,步兵,1,1,20,3500,5500,100,7,4500,4500,4500,0,188,194,0,58,0,18,,,,,3,,
14,1,2,1,张飞,步兵,,1,18,2500,5000,90,7,4500,4500,4500,0,131,70,0,43,0,34,,,,,3,,
15,2,1,15,关羽,骑兵,,1,18,3000,6000,90,7,4500,4500,4500,0,185,73,0,168,0,14,,,,,3,,
16,2,2,16,赵云,骑兵,,1,18,1500,4000,92,7,4500,4500,4500,0,57,155,0,61,0,15,,,,,3,,
17,3,1,31,甘夫人,军师,,1,18,1000,5500,86,7,3150,3150,3150,0,189,153,0,163,0,24,,,,,3,,
18,3,2,153,诸葛果,军师,,1,18,2500,4000,89,7,3150,3150,3150,0,187,56,0,135,0,14,,,,,3,,
