id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,49,孙坚,步兵,,1,2,3500,6000,85,7,40,40,40,0,47,127,0,62,0,73,,,,,1,,
2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
3,2,1,285,吴国石车,弓兵,,,,,,,7,20,20,20,0,168,171,0,69,0,48,,,,,1,,
4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,
6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
7,1,1,282,中军校尉,步兵,,,,,,,7,30,30,30,0,43,5,0,103,0,55,,,,,2,,
8,1,2,71,周泰,步兵,,1,2,1000,5000,86,7,42,42,42,0,95,175,0,136,0,22,,,,,2,,
9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,
10,2,2,289,郡史,军师,,,,,,,7,30,30,30,0,31,42,0,183,0,58,,,,,2,,
11,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,
12,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
13,1,1,296,典军校尉,步兵,,,,,,,7,40,40,40,0,182,88,0,179,0,49,,,,,3,,
14,1,2,37,孙策,步兵,,1,2,3000,8000,97,7,80,80,80,0,106,85,0,107,0,70,,,,,3,,
15,2,1,297,步兵校尉,步兵,,,,,,,7,40,40,40,0,143,1,0,155,0,19,,,,,3,,
16,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
17,3,1,2,周瑜,军师,1,1,2,1500,5500,87,7,80,80,80,0,31,184,0,190,0,46,,,,,3,,
18,3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
