id,x,y,武将ID,武将名称,职业名称,BOSS,是否放技能,技能等级,技能初始CD,技能CD,技能权值,进化等级,生命,攻击,防御,命中,闪避,格挡,破击,暴击,韧性,爆伤,抵抗,移动速度,攻击速度,攻击距离,阶段,面向,比例,多格
1,1,1,422,袁军骑兵,,,,,,,,5,218,218,218,0,184,60,0,50,0,21,,,,,1,,
2,1,2,50,颜良,骑兵,,1,10,3000,6500,100,7,198,198,198,0,251,14,0,150,0,47,,,,,1,,
3,2,1,442,袁军骑兵,,,,,,,,5,229,229,229,0,183,5,0,50,0,8,,,,,1,,
4,2,2,287,酒鬼老头,,,,,,,,7,181,181,181,0,,18,0,275,0,74,,,,,1,,
5,3,1,287,酒鬼老头,,,,,,,,7,181,181,181,0,,6,0,265,0,36,,,,,1,,
6,3,2,287,酒鬼老头,,,,,,,,7,181,181,181,0,,52,0,294,0,53,,,,,1,,
7,1,1,422,袁军骑兵,,,,,,,,5,265,265,265,0,156,48,0,50,0,13,,,,,2,,
8,1,2,42,文丑,骑兵,,1,10,2000,5000,100,7,240,240,240,0,295,43,0,150,0,47,,,,,2,,
9,2,1,442,袁军骑兵,,,,,,,,5,278,278,278,0,171,25,0,50,0,9,,,,,2,,
10,2,2,292,狩猎者,,,,,,,,7,220,220,220,0,,,0,,0,72,,,,,2,,
11,3,1,292,狩猎者,,,,,,,,7,220,220,220,0,,,0,,0,53,,,,,2,,
12,3,2,293,驯兽师,,,,,,,,7,220,220,220,0,,,0,,0,66,,,,,2,,
13,1,1,50,颜良,骑兵,,1,10,2000,4500,100,7,282,282,282,0,308,59,0,150,0,34,,,,,3,,
14,1,2,42,文丑,骑兵,1,1,10,2500,5500,101,7,282,282,282,0,317,40,0,150,0,28,,,,,3,,
15,2,1,292,狩猎者,,,,,,,,7,259,259,259,0,,,0,,0,36,,,,,3,,
16,2,2,292,狩猎者,,,,,,,,7,518,518,518,0,,,0,,0,27,,,,,3,,
17,3,1,281,弩车,,,,,,,,7,518,518,518,0,,28,0,262,0,52,,,,,3,,
18,3,2,281,弩车,,,,,,,,7,518,518,518,0,,67,0,290,0,58,,,,,3,,
